date_received,queue_name,agent_number,answered,consult,transfer,hangup
2014-09-20 09:01:38,5,9690,2014-09-20 09:01:39,NULL,NULL,2014-09-20 09:06:03
2014-09-20 09:02:13,9,9426,2014-09-20 09:02:14,NULL,NULL,2014-09-20 09:03:59
2014-09-20 09:02:26,9,9514,2014-09-20 09:02:27,NULL,NULL,2014-09-20 09:06:57
2014-09-20 09:03:45,2,9689,2014-09-20 09:03:46,NULL,NULL,2014-09-20 09:06:07
2014-09-20 09:04:05,2,9427,2014-09-20 09:04:06,NULL,NULL,2014-09-20 09:09:35
2014-09-20 09:06:57,2,6949,2014-09-20 09:06:58,NULL,NULL,2014-09-20 09:12:20
2014-09-20 09:07:55,5,9828,2014-09-20 09:07:56,2014-09-20 09:08:38,2014-09-20 09:08:57,2014-09-20 09:10:04
2014-09-20 09:08:14,5,9426,2014-09-20 09:08:15,NULL,NULL,2014-09-20 09:09:01
2014-09-20 09:08:15,5,8486,2014-09-20 09:08:16,NULL,NULL,2014-09-20 09:08:40
2014-09-20 09:08:30,2,9690,2014-09-20 09:08:31,NULL,NULL,2014-09-20 09:15:16
2014-09-20 09:08:34,2,9689,2014-09-20 09:08:35,NULL,NULL,2014-09-20 09:10:52
2014-09-20 09:08:39,2,9514,2014-09-20 09:08:40,NULL,NULL,2014-09-20 09:10:04
2014-09-20 09:09:23,2,8486,2014-09-20 09:09:24,NULL,NULL,2014-09-20 09:09:39
2014-09-20 09:09:33,5,9828,2014-09-20 09:09:34,NULL,NULL,2014-09-20 09:12:45
2014-09-20 09:10:26,2,9426,2014-09-20 09:10:27,NULL,NULL,2014-09-20 09:12:57
2014-09-20 09:10:28,2,8486,2014-09-20 09:10:29,NULL,NULL,2014-09-20 09:10:43
2014-09-20 09:11:53,2,9514,2014-09-20 09:11:54,NULL,NULL,2014-09-20 09:12:44
2014-09-20 09:12:48,2,8486,2014-09-20 09:12:49,NULL,NULL,2014-09-20 09:15:39
2014-09-20 09:13:09,0,6949,2014-09-20 09:13:10,NULL,NULL,2014-09-20 09:24:36
2014-09-20 09:14:19,9,9689,2014-09-20 09:14:20,NULL,NULL,2014-09-20 09:14:27
2014-09-20 09:14:34,2,9514,2014-09-20 09:14:35,NULL,NULL,2014-09-20 09:15:33
2014-09-20 09:14:57,2,9426,2014-09-20 09:14:57,NULL,NULL,2014-09-20 09:22:39
2014-09-20 09:15:14,9,9828,2014-09-20 09:15:15,2014-09-20 09:15:41,2014-09-20 09:16:10,2014-09-20 09:23:57
2014-09-20 09:15:41,2,9689,2014-09-20 09:15:42,NULL,NULL,2014-09-20 09:23:57
2014-09-20 09:16:51,2,9690,2014-09-20 09:16:52,NULL,NULL,2014-09-20 09:18:06
2014-09-20 09:17:38,2,9514,2014-09-20 09:17:39,NULL,NULL,2014-09-20 09:28:10
2014-09-20 09:18:47,2,8486,2014-09-20 09:18:48,NULL,NULL,2014-09-20 09:19:56
2014-09-20 09:19:13,2,9690,2014-09-20 09:19:14,NULL,NULL,2014-09-20 09:20:28
2014-09-20 09:19:45,2,8486,2014-09-20 09:19:57,NULL,NULL,2014-09-20 09:24:32
2014-09-20 09:19:55,2,9427,2014-09-20 09:20:20,NULL,NULL,2014-09-20 09:21:33
2014-09-20 09:20:28,5,9828,2014-09-20 09:20:29,NULL,NULL,2014-09-20 09:22:48
2014-09-20 09:21:53,2,9690,2014-09-20 09:21:54,NULL,NULL,2014-09-20 09:22:51
2014-09-20 09:22:05,2,9427,2014-09-20 09:22:06,NULL,NULL,2014-09-20 09:23:22
2014-09-20 09:23:36,2,9426,2014-09-20 09:23:37,NULL,NULL,2014-09-20 09:25:11
2014-09-20 09:23:44,5,9690,2014-09-20 09:23:45,NULL,NULL,2014-09-20 09:25:58
2014-09-20 09:23:57,2,9427,2014-09-20 09:23:58,NULL,NULL,2014-09-20 09:33:22
2014-09-20 09:24:29,2,9689,2014-09-20 09:24:30,NULL,NULL,2014-09-20 09:32:33
2014-09-20 09:25:02,2,8486,2014-09-20 09:25:03,NULL,NULL,2014-09-20 09:27:10
2014-09-20 09:25:46,2,6949,2014-09-20 09:25:47,NULL,NULL,2014-09-20 09:32:38
2014-09-20 09:26:23,2,9426,2014-09-20 09:26:24,NULL,NULL,2014-09-20 09:28:03
2014-09-20 09:26:34,0,9828,2014-09-20 09:26:35,2014-09-20 09:27:24,2014-09-20 09:27:51,2014-09-20 09:33:24
2014-09-20 09:27:24,2,9690,2014-09-20 09:27:25,NULL,NULL,2014-09-20 09:33:24
2014-09-20 09:27:44,0,8486,2014-09-20 09:27:45,NULL,NULL,2014-09-20 09:27:46
2014-09-20 09:27:57,0,9828,2014-09-20 09:27:58,NULL,NULL,2014-09-20 09:27:59
2014-09-20 09:29:10,9,8486,2014-09-20 09:29:11,NULL,NULL,2014-09-20 09:40:18
2014-09-20 09:29:33,20,9828,2014-09-20 09:29:34,NULL,NULL,2014-09-20 09:36:10
2014-09-20 09:31:32,2,9426,2014-09-20 09:31:33,NULL,NULL,2014-09-20 09:36:31
2014-09-20 09:32:03,2,9514,2014-09-20 09:32:04,NULL,NULL,2014-09-20 09:33:02
2014-09-20 09:32:05,5,9689,2014-09-20 09:32:33,NULL,NULL,2014-09-20 09:32:34
