date_received,queue_name,agent_number,answered,consult,transfer,hangup
2014-12-12 08:00:02,25,1405,2014-12-12 08:00:03,2014-12-12 08:01:08,2014-12-12 08:01:27,2014-12-12 08:02:12
2014-12-12 08:00:23,0,6947,2014-12-12 08:00:24,NULL,NULL,2014-12-12 08:12:02
2014-12-12 08:01:11,20,6989,2014-12-12 08:01:12,NULL,NULL,2014-12-12 08:03:18
2014-12-12 08:01:16,5,6940,2014-12-12 08:01:17,NULL,NULL,2014-12-12 08:05:41
2014-12-12 08:01:46,20,1104,2014-12-12 08:01:47,NULL,NULL,2014-12-12 08:02:51
2014-12-12 08:02:12,5,1573,2014-12-12 08:02:13,NULL,NULL,2014-12-12 08:04:13
2014-12-12 08:02:13,5,1569,2014-12-12 08:02:14,2014-12-12 08:04:50,2014-12-12 08:05:40,2014-12-12 08:06:44
2014-12-12 08:02:15,20,8189,2014-12-12 08:02:16,NULL,NULL,2014-12-12 08:06:05
2014-12-12 08:02:30,26,1407,2014-12-12 08:02:31,NULL,NULL,2014-12-12 08:03:19
2014-12-12 08:02:46,2,6949,2014-12-12 08:02:47,NULL,NULL,2014-12-12 08:08:50
2014-12-12 08:03:36,5,1570,2014-12-12 08:03:37,NULL,NULL,2014-12-12 08:16:41
2014-12-12 08:03:39,26,9342,2014-12-12 08:03:40,NULL,NULL,2014-12-12 08:05:43
2014-12-12 08:03:44,2,1104,2014-12-12 08:03:45,NULL,NULL,2014-12-12 08:03:47
2014-12-12 08:03:50,20,6989,2014-12-12 08:03:51,NULL,NULL,2014-12-12 08:07:28
2014-12-12 08:04:25,2,1104,2014-12-12 08:04:26,NULL,NULL,2014-12-12 08:04:28
2014-12-12 08:04:37,2,1104,2014-12-12 08:04:37,NULL,NULL,2014-12-12 08:06:34
2014-12-12 08:05:35,26,1539,2014-12-12 08:05:36,NULL,NULL,2014-12-12 08:08:57
2014-12-12 08:05:42,5,1405,2014-12-12 08:05:43,NULL,NULL,2014-12-12 08:09:09
2014-12-12 08:06:02,20,6940,2014-12-12 08:06:03,2014-12-12 08:07:41,NULL,2014-12-12 08:08:20
2014-12-12 08:06:38,20,9342,2014-12-12 08:06:38,NULL,NULL,2014-12-12 08:10:02
2014-12-12 08:07:45,20,8189,2014-12-12 08:07:46,NULL,NULL,2014-12-12 08:13:37
2014-12-12 08:07:52,2,1104,2014-12-12 08:07:53,NULL,NULL,2014-12-12 08:12:20
2014-12-12 08:08:45,5,1538,2014-12-12 08:08:46,NULL,NULL,2014-12-12 08:12:22
2014-12-12 08:09:05,5,1573,2014-12-12 08:09:06,NULL,NULL,2014-12-12 08:12:06
2014-12-12 08:09:31,20,6989,2014-12-12 08:09:32,NULL,NULL,2014-12-12 08:10:24
2014-12-12 08:09:38,5,1407,2014-12-12 08:09:39,NULL,NULL,2014-12-12 08:14:48
2014-12-12 08:09:46,20,6940,2014-12-12 08:09:47,NULL,NULL,2014-12-12 08:13:30
2014-12-12 08:10:59,2,6949,2014-12-12 08:11:00,NULL,NULL,2014-12-12 08:12:45
2014-12-12 08:12:12,26,1569,2014-12-12 08:12:13,2014-12-12 08:13:38,2014-12-12 08:14:20,2014-12-12 08:14:58
2014-12-12 08:14:08,20,9342,2014-12-12 08:14:09,NULL,NULL,2014-12-12 08:18:59
2014-12-12 08:15:19,5,1405,2014-12-12 08:15:20,NULL,NULL,2014-12-12 08:18:05
2014-12-12 08:15:26,9,6989,2014-12-12 08:15:27,NULL,NULL,2014-12-12 08:18:38
2014-12-12 08:16:37,0,6947,2014-12-12 08:16:38,NULL,NULL,2014-12-12 08:20:29
2014-12-12 08:17:51,20,1104,2014-12-12 08:17:52,NULL,NULL,2014-12-12 08:21:02
2014-12-12 08:18:45,5,1573,2014-12-12 08:18:46,NULL,NULL,2014-12-12 08:30:21
2014-12-12 08:19:00,20,6949,2014-12-12 08:19:01,NULL,NULL,2014-12-12 08:20:17
2014-12-12 08:20:40,26,1538,2014-12-12 08:20:41,NULL,NULL,2014-12-12 08:21:36
