date_received,queue_name,agent_number,answered,consult,transfer,hangup
2014-12-13 09:01:04,2,9828,2014-12-13 09:01:05,NULL,NULL,2014-12-13 09:03:07
2014-12-13 09:01:39,2,1105,2014-12-13 09:01:40,NULL,NULL,2014-12-13 09:05:03
2014-12-13 09:01:39,5,9689,2014-12-13 09:01:40,NULL,NULL,2014-12-13 09:01:45
2014-12-13 09:01:57,2,7039,2014-12-13 09:01:58,NULL,NULL,2014-12-13 09:03:52
2014-12-13 09:02:20,9,9567,2014-12-13 09:02:21,NULL,NULL,2014-12-13 09:04:07
2014-12-13 09:02:33,2,7440,2014-12-13 09:02:34,NULL,NULL,2014-12-13 09:07:22
2014-12-13 09:02:57,2,1169,2014-12-13 09:02:58,NULL,NULL,2014-12-13 09:05:02
2014-12-13 09:03:19,2,9689,2014-12-13 09:03:20,NULL,NULL,2014-12-13 09:09:48
2014-12-13 09:03:53,20,9828,2014-12-13 09:03:54,NULL,NULL,2014-12-13 09:03:58
2014-12-13 09:05:03,2,9514,2014-12-13 09:05:04,NULL,NULL,2014-12-13 09:12:14
2014-12-13 09:05:47,2,7039,2014-12-13 09:05:48,NULL,NULL,2014-12-13 09:07:12
2014-12-13 09:05:53,2,9828,2014-12-13 09:05:54,NULL,NULL,2014-12-13 09:07:27
2014-12-13 09:07:04,2,9567,2014-12-13 09:07:05,NULL,NULL,2014-12-13 09:08:46
2014-12-13 09:09:03,2,1169,2014-12-13 09:09:03,NULL,NULL,2014-12-13 09:15:23
2014-12-13 09:09:24,20,1105,2014-12-13 09:09:25,NULL,NULL,2014-12-13 09:14:29
2014-12-13 09:11:33,2,7039,2014-12-13 09:11:34,NULL,NULL,2014-12-13 09:18:20
2014-12-13 09:11:35,5,1102,2014-12-13 09:11:36,NULL,NULL,2014-12-13 09:25:09
2014-12-13 09:14:38,2,7440,2014-12-13 09:14:39,NULL,NULL,2014-12-13 09:17:35
2014-12-13 09:14:47,2,9828,2014-12-13 09:14:48,NULL,NULL,2014-12-13 09:16:42
2014-12-13 09:15:20,2,9567,2014-12-13 09:15:21,NULL,NULL,2014-12-13 09:17:31
2014-12-13 09:16:47,2,9689,2014-12-13 09:16:48,NULL,NULL,2014-12-13 09:19:28
2014-12-13 09:16:58,2,9514,2014-12-13 09:16:58,NULL,NULL,2014-12-13 09:19:25
2014-12-13 09:17:05,2,1105,2014-12-13 09:17:06,NULL,NULL,2014-12-13 09:18:46
2014-12-13 09:17:49,5,1169,2014-12-13 09:17:50,NULL,NULL,2014-12-13 09:21:32
2014-12-13 09:18:02,20,9828,2014-12-13 09:18:03,NULL,NULL,2014-12-13 09:26:07
2014-12-13 09:18:34,5,9567,2014-12-13 09:18:35,NULL,NULL,2014-12-13 09:23:30
2014-12-13 09:19:14,20,7440,2014-12-13 09:19:15,NULL,NULL,2014-12-13 09:22:59
2014-12-13 09:20:36,2,7039,2014-12-13 09:20:37,NULL,NULL,2014-12-13 09:22:20
2014-12-13 09:21:37,2,1105,2014-12-13 09:21:38,NULL,NULL,2014-12-13 09:25:41
2014-12-13 09:21:43,2,9689,2014-12-13 09:21:44,NULL,NULL,2014-12-13 09:32:15
2014-12-13 09:22:11,5,9514,2014-12-13 09:22:12,NULL,NULL,2014-12-13 09:29:24
2014-12-13 09:25:57,2,1169,2014-12-13 09:25:58,NULL,NULL,2014-12-13 09:28:05
2014-12-13 09:26:47,2,7039,2014-12-13 09:26:48,NULL,NULL,2014-12-13 09:28:20
2014-12-13 09:27:28,2,7440,2014-12-13 09:27:29,NULL,NULL,2014-12-13 09:33:28
2014-12-13 09:28:02,2,9567,2014-12-13 09:28:03,NULL,NULL,2014-12-13 09:32:12
2014-12-13 09:28:22,2,1105,2014-12-13 09:28:23,NULL,NULL,2014-12-13 09:29:23
2014-12-13 09:32:44,20,1102,2014-12-13 09:32:45,NULL,NULL,2014-12-13 09:37:19
2014-12-13 09:34:41,2,1169,2014-12-13 09:34:42,NULL,NULL,2014-12-13 09:38:01
2014-12-13 09:35:50,2,7039,2014-12-13 09:35:51,NULL,NULL,2014-12-13 09:38:56
2014-12-13 09:36:23,2,1105,2014-12-13 09:36:24,NULL,NULL,2014-12-13 09:37:44
2014-12-13 09:37:28,5,9828,2014-12-13 09:37:29,NULL,NULL,2014-12-13 09:45:29
2014-12-13 09:37:35,9,9567,2014-12-13 09:37:36,NULL,NULL,2014-12-13 09:40:59
2014-12-13 09:38:52,2,9689,2014-12-13 09:38:53,NULL,NULL,2014-12-13 09:39:50
2014-12-13 09:39:30,2,7440,2014-12-13 09:39:31,NULL,NULL,2014-12-13 09:41:28
2014-12-13 09:39:43,2,9514,2014-12-13 09:39:44,2014-12-13 09:46:10,NULL,2014-12-13 10:02:06
2014-12-13 09:40:26,2,1105,2014-12-13 09:40:27,NULL,NULL,2014-12-13 09:42:28
2014-12-13 09:41:00,2,1169,2014-12-13 09:41:01,NULL,NULL,2014-12-13 09:43:04
2014-12-13 09:42:13,5,1102,2014-12-13 09:42:14,NULL,NULL,2014-12-13 09:47:39
2014-12-13 09:43:32,2,7039,2014-12-13 09:43:33,NULL,NULL,2014-12-13 09:44:48
2014-12-13 09:45:09,2,9567,2014-12-13 09:45:10,NULL,NULL,2014-12-13 09:47:19
2014-12-13 09:46:11,20,7440,2014-12-13 09:46:12,2014-12-13 09:49:37,NULL,2014-12-13 09:55:22
2014-12-13 09:46:57,5,1105,2014-12-13 09:46:58,NULL,NULL,2014-12-13 09:49:35
2014-12-13 09:47:49,2,1169,2014-12-13 09:47:50,NULL,NULL,2014-12-13 09:49:35
2014-12-13 09:48:19,2,9689,2014-12-13 09:48:20,NULL,NULL,2014-12-13 09:59:53
2014-12-13 09:49:48,2,7039,2014-12-13 09:49:49,NULL,NULL,2014-12-13 09:53:18
2014-12-13 09:50:31,5,9828,2014-12-13 09:50:32,NULL,NULL,2014-12-13 09:52:58
2014-12-13 09:51:47,5,9567,2014-12-13 09:51:48,NULL,NULL,2014-12-13 10:00:09
2014-12-13 09:54:47,2,1169,2014-12-13 09:54:48,NULL,NULL,2014-12-13 10:00:56
2014-12-13 09:55:43,2,1105,2014-12-13 09:55:44,NULL,NULL,2014-12-13 09:59:26
2014-12-13 09:56:17,2,9828,2014-12-13 09:56:18,NULL,NULL,2014-12-13 09:58:15
2014-12-13 09:56:50,2,7039,2014-12-13 09:56:51,NULL,NULL,2014-12-13 09:58:44
2014-12-13 09:57:30,5,1102,2014-12-13 09:57:31,NULL,NULL,2014-12-13 10:04:49
2014-12-13 09:59:26,2,7440,2014-12-13 09:59:27,NULL,NULL,2014-12-13 10:01:30
2014-12-13 09:59:52,2,9828,2014-12-13 09:59:53,NULL,NULL,2014-12-13 10:03:09
2014-12-13 10:01:37,5,7039,2014-12-13 10:01:38,NULL,NULL,2014-12-13 10:02:56
2014-12-13 10:03:43,2,1105,2014-12-13 10:03:44,NULL,NULL,2014-12-13 10:05:57
2014-12-13 10:05:55,2,9689,2014-12-13 10:05:56,NULL,NULL,2014-12-13 10:06:17
2014-12-13 10:06:10,5,7030,2014-12-13 10:06:11,NULL,NULL,2014-12-13 10:10:13
2014-12-13 10:07:40,2,1169,2014-12-13 10:07:41,NULL,NULL,2014-12-13 10:09:23
