date_received,queue_name,agent_number,answered,consult,transfer,hangup
2014-08-21 08:01:14,5,9505,2014-08-21 08:01:15,NULL,NULL,2014-08-21 08:03:47
2014-08-21 08:01:33,2,8076,2014-08-21 08:01:34,NULL,NULL,2014-08-21 08:09:08
2014-08-21 08:02:51,20,6940,2014-08-21 08:02:52,2014-08-21 08:05:20,NULL,2014-08-21 08:06:44
2014-08-21 08:02:52,5,1241,2014-08-21 08:02:53,2014-08-21 08:03:42,2014-08-21 08:04:09,2014-08-21 08:09:00
2014-08-21 08:03:45,20,9505,2014-08-21 08:03:53,2014-08-21 08:07:01,NULL,2014-08-21 08:09:00
2014-08-21 08:04:22,20,6940,2014-08-21 08:06:50,2014-08-21 08:08:58,2014-08-21 08:09:49,2014-08-21 08:11:47
2014-08-21 08:04:30,20,9505,2014-08-21 08:09:05,NULL,NULL,2014-08-21 08:11:30
2014-08-21 08:05:35,2,8076,2014-08-21 08:09:10,NULL,NULL,2014-08-21 08:13:11
2014-08-21 08:06:22,20,6940,2014-08-21 08:09:51,NULL,NULL,2014-08-21 08:17:43
2014-08-21 08:06:38,12,NULL,NULL,NULL,NULL,2014-08-21 08:08:47
2014-08-21 08:06:41,2,7039,2014-08-21 08:10:28,NULL,NULL,2014-08-21 08:11:57
2014-08-21 08:07:37,2,7039,2014-08-21 08:11:58,NULL,NULL,2014-08-21 08:16:44
2014-08-21 08:09:15,2,8076,2014-08-21 08:13:34,NULL,NULL,2014-08-21 08:14:59
2014-08-21 08:09:38,2,8076,2014-08-21 08:15:01,NULL,NULL,2014-08-21 08:16:38
2014-08-21 08:10:08,20,9505,2014-08-21 08:11:36,NULL,NULL,2014-08-21 08:18:39
2014-08-21 08:10:16,2,8076,2014-08-21 08:16:41,NULL,NULL,2014-08-21 08:18:38
2014-08-21 08:11:19,20,7039,2014-08-21 08:17:31,2014-08-21 09:07:05,NULL,2014-08-21 09:11:27
2014-08-21 08:12:36,20,6940,2014-08-21 08:17:48,NULL,NULL,2014-08-21 08:23:00
