date_received,queue_name,agent_number,answered,consult,transfer,hangup
2014-08-20 08:01:07,5,1243,2014-08-20 08:01:08,2014-08-20 08:05:19,2014-08-20 08:06:48,2014-08-20 08:09:10
2014-08-20 08:01:29,0,8076,2014-08-20 08:01:30,NULL,NULL,2014-08-20 08:17:42
2014-08-20 08:01:54,5,1039,2014-08-20 08:01:55,2014-08-20 08:03:16,NULL,2014-08-20 08:04:32
2014-08-20 08:02:00,20,9423,2014-08-20 08:02:00,NULL,NULL,2014-08-20 08:05:28
2014-08-20 08:02:02,20,8190,2014-08-20 08:02:03,NULL,NULL,2014-08-20 08:05:57
2014-08-20 08:02:08,20,9109,2014-08-20 08:02:31,NULL,NULL,2014-08-20 08:02:48
2014-08-20 08:02:47,20,9109,2014-08-20 08:02:51,NULL,NULL,2014-08-20 08:03:10
2014-08-20 08:02:48,20,9109,2014-08-20 08:03:13,NULL,NULL,2014-08-20 08:04:03
2014-08-20 08:03:16,20,8514,2014-08-20 08:04:57,NULL,NULL,2014-08-20 08:05:10
2014-08-20 08:03:18,20,NULL,NULL,NULL,NULL,2014-08-20 08:04:07
2014-08-20 08:03:20,5,1041,2014-08-20 08:03:21,NULL,NULL,2014-08-20 08:03:52
2014-08-20 08:04:01,20,9423,2014-08-20 08:05:34,NULL,NULL,2014-08-20 08:15:54
2014-08-20 08:04:06,20,8514,2014-08-20 08:05:33,NULL,NULL,2014-08-20 08:05:42
2014-08-20 08:04:40,20,8514,2014-08-20 08:05:44,NULL,NULL,2014-08-20 08:06:46
2014-08-20 08:04:40,20,8190,2014-08-20 08:06:03,NULL,NULL,2014-08-20 08:09:47
2014-08-20 08:05:11,20,NULL,NULL,NULL,NULL,2014-08-20 08:06:38
2014-08-20 08:05:14,20,8514,2014-08-20 08:06:50,2014-08-20 08:11:19,2014-08-20 08:11:42,2014-08-20 08:20:31
2014-08-20 08:05:37,5,1108,2014-08-20 08:05:38,2014-08-20 08:07:57,2014-08-20 08:08:29,2014-08-20 08:09:09
2014-08-20 08:05:37,9,1107,2014-08-20 08:05:38,NULL,NULL,2014-08-20 08:10:00
2014-08-20 08:05:37,5,1241,2014-08-20 08:05:38,NULL,NULL,2014-08-20 08:07:01
2014-08-20 08:06:00,20,8190,2014-08-20 08:09:53,NULL,NULL,2014-08-20 08:15:08
2014-08-20 08:06:15,5,1041,2014-08-20 08:06:16,2014-08-20 08:06:50,NULL,2014-08-20 08:08:13
2014-08-20 08:06:22,20,8514,2014-08-20 08:11:47,NULL,NULL,2014-08-20 08:15:17
2014-08-20 08:06:33,20,NULL,NULL,NULL,NULL,2014-08-20 08:07:37
2014-08-20 08:06:37,5,1245,2014-08-20 08:06:38,NULL,NULL,2014-08-20 08:08:55
2014-08-20 08:06:51,20,NULL,NULL,NULL,NULL,2014-08-20 08:07:46
2014-08-20 08:06:58,2,8190,2014-08-20 08:15:14,NULL,NULL,2014-08-20 08:23:02
2014-08-20 08:07:31,20,8514,2014-08-20 08:15:31,2014-08-20 08:16:53,NULL,2014-08-20 08:18:09
2014-08-20 08:07:42,20,9423,2014-08-20 08:17:03,NULL,NULL,2014-08-20 08:21:01
2014-08-20 08:08:22,5,1039,2014-08-20 08:08:23,NULL,NULL,2014-08-20 08:09:43
2014-08-20 08:09:19,20,8076,2014-08-20 08:17:45,NULL,NULL,2014-08-20 08:21:02
2014-08-20 08:09:29,20,9109,2014-08-20 08:17:49,NULL,NULL,2014-08-20 08:20:19
2014-08-20 08:10:12,20,NULL,NULL,NULL,NULL,2014-08-20 08:14:49
2014-08-20 08:10:55,20,NULL,NULL,NULL,NULL,2014-08-20 08:15:46
2014-08-20 08:11:10,2,8514,2014-08-20 08:18:38,NULL,NULL,2014-08-20 08:29:05
2014-08-20 08:11:10,2,NULL,NULL,NULL,NULL,2014-08-20 08:16:29
2014-08-20 08:11:20,20,9109,2014-08-20 08:20:22,NULL,NULL,2014-08-20 08:24:49
2014-08-20 08:11:27,5,1243,2014-08-20 08:11:28,2014-08-20 08:12:00,NULL,2014-08-20 08:14:55
2014-08-20 08:12:01,20,NULL,NULL,NULL,NULL,2014-08-20 08:12:58
2014-08-20 08:14:15,20,9423,2014-08-20 08:21:06,NULL,NULL,2014-08-20 08:22:22
2014-08-20 08:14:30,20,8076,2014-08-20 08:21:04,NULL,NULL,2014-08-20 08:23:29
2014-08-20 08:14:48,20,NULL,NULL,NULL,NULL,2014-08-20 08:21:05
2014-08-20 08:15:36,2,NULL,NULL,NULL,NULL,2014-08-20 08:20:01
2014-08-20 08:16:04,20,9423,2014-08-20 08:22:27,NULL,NULL,2014-08-20 08:24:49
2014-08-20 08:16:57,5,1241,2014-08-20 08:16:58,NULL,NULL,2014-08-20 08:23:25
2014-08-20 08:19:17,2,NULL,NULL,NULL,NULL,2014-08-20 08:20:34
2014-08-20 08:19:19,5,1041,2014-08-20 08:19:20,NULL,NULL,2014-08-20 08:19:25
2014-08-20 08:19:31,20,8190,2014-08-20 08:23:08,NULL,NULL,2014-08-20 08:31:34
2014-08-20 08:20:37,5,1108,2014-08-20 08:20:38,NULL,NULL,2014-08-20 08:26:41
2014-08-20 08:21:10,20,8076,2014-08-20 08:23:32,NULL,NULL,2014-08-20 08:31:42
2014-08-20 08:21:19,5,1245,2014-08-20 08:21:20,NULL,NULL,2014-08-20 08:37:10
2014-08-20 08:22:28,5,1039,2014-08-20 08:22:29,NULL,NULL,2014-08-20 08:27:07
2014-08-20 08:22:45,0,1107,2014-08-20 08:22:46,NULL,NULL,2014-08-20 08:26:06
2014-08-20 08:23:18,2,9109,2014-08-20 08:24:54,NULL,NULL,2014-08-20 08:25:10
2014-08-20 08:24:09,20,9423,2014-08-20 08:24:55,NULL,NULL,2014-08-20 08:31:07
2014-08-20 08:24:48,5,1243,2014-08-20 08:24:48,NULL,NULL,2014-08-20 08:27:03
2014-08-20 08:24:49,20,9109,2014-08-20 08:25:21,NULL,NULL,2014-08-20 08:29:52
2014-08-20 08:25:50,2,8514,2014-08-20 08:29:26,NULL,NULL,2014-08-20 08:32:38
2014-08-20 08:25:55,2,9109,2014-08-20 08:29:58,NULL,NULL,2014-08-20 08:42:39
2014-08-20 08:26:39,9,9821,2014-08-20 08:26:40,NULL,NULL,2014-08-20 08:31:13
2014-08-20 08:27:25,5,1171,2014-08-20 08:27:26,NULL,NULL,2014-08-20 08:34:26
2014-08-20 08:27:52,2,6943,2014-08-20 08:30:48,NULL,NULL,2014-08-20 08:31:08
2014-08-20 08:28:08,2,9423,2014-08-20 08:31:13,NULL,NULL,2014-08-20 08:34:18
2014-08-20 08:28:34,2,NULL,NULL,NULL,NULL,2014-08-20 08:30:08
2014-08-20 08:29:01,5,1040,2014-08-20 08:29:02,2014-08-20 08:30:13,NULL,2014-08-20 08:31:40
2014-08-20 08:29:26,5,1241,2014-08-20 08:29:27,NULL,NULL,2014-08-20 08:32:49
2014-08-20 08:29:36,2,8190,2014-08-20 08:31:40,NULL,NULL,2014-08-20 08:33:07
2014-08-20 08:30:06,5,1041,2014-08-20 08:30:07,NULL,NULL,2014-08-20 08:35:42
2014-08-20 08:30:07,5,1108,2014-08-20 08:30:08,NULL,NULL,2014-08-20 08:33:09
2014-08-20 08:30:15,2,NULL,NULL,NULL,NULL,2014-08-20 08:31:06
2014-08-20 08:30:36,5,1243,2014-08-20 08:30:37,NULL,NULL,2014-08-20 08:37:48
2014-08-20 08:31:13,5,1039,2014-08-20 08:31:14,2014-08-20 08:32:13,2014-08-20 08:33:02,2014-08-20 08:38:54
2014-08-20 08:31:34,20,1068,2014-08-20 08:31:35,NULL,NULL,2014-08-20 08:35:32
2014-08-20 08:32:02,5,1107,2014-08-20 08:32:03,NULL,NULL,2014-08-20 08:36:16
2014-08-20 08:32:05,20,1067,2014-08-20 08:32:06,NULL,NULL,2014-08-20 08:41:46
2014-08-20 08:32:12,20,8076,2014-08-20 08:32:13,NULL,NULL,2014-08-20 08:36:19
2014-08-20 08:32:17,2,6943,2014-08-20 08:32:18,2014-08-20 08:37:14,NULL,2014-08-20 08:38:54
2014-08-20 08:32:29,20,8514,2014-08-20 08:32:59,NULL,NULL,2014-08-20 08:36:46
2014-08-20 08:32:30,5,1174,2014-08-20 08:32:31,NULL,NULL,2014-08-20 08:37:05
2014-08-20 08:32:41,20,8190,2014-08-20 08:33:13,NULL,NULL,2014-08-20 08:35:36
2014-08-20 08:32:49,20,9423,2014-08-20 08:34:39,NULL,NULL,2014-08-20 08:37:55
2014-08-20 08:32:55,2,8190,2014-08-20 08:35:42,NULL,NULL,2014-08-20 08:38:04
2014-08-20 08:33:07,2,8076,2014-08-20 08:36:21,NULL,NULL,2014-08-20 08:42:48
2014-08-20 08:33:33,5,9821,2014-08-20 08:33:34,NULL,NULL,2014-08-20 08:59:50
2014-08-20 08:33:38,20,1065,2014-08-20 08:35:17,NULL,NULL,2014-08-20 08:37:31
2014-08-20 08:33:57,20,1068,2014-08-20 08:35:38,NULL,NULL,2014-08-20 08:41:12
2014-08-20 08:34:18,20,8514,2014-08-20 08:36:48,NULL,NULL,2014-08-20 08:38:23
2014-08-20 08:34:29,2,NULL,NULL,NULL,NULL,2014-08-20 08:36:22
2014-08-20 08:35:10,2,NULL,NULL,NULL,NULL,2014-08-20 08:36:40
2014-08-20 08:35:13,2,9423,2014-08-20 08:38:01,NULL,NULL,2014-08-20 08:38:46
2014-08-20 08:35:15,20,1065,2014-08-20 08:37:37,NULL,NULL,2014-08-20 08:50:26
2014-08-20 08:35:15,20,8190,2014-08-20 08:38:09,NULL,NULL,2014-08-20 08:41:18
2014-08-20 08:35:33,0,1246,2014-08-20 08:35:34,2014-08-20 08:35:50,NULL,2014-08-20 08:37:41
2014-08-20 08:35:45,5,1040,2014-08-20 08:35:46,NULL,NULL,2014-08-20 08:36:17
2014-08-20 08:35:45,2,NULL,NULL,NULL,NULL,2014-08-20 08:36:02
2014-08-20 08:35:53,2,NULL,NULL,NULL,NULL,2014-08-20 08:37:13
2014-08-20 08:36:16,5,1248,2014-08-20 08:36:17,NULL,NULL,2014-08-20 08:42:36
2014-08-20 08:36:32,5,1241,2014-08-20 08:36:33,2014-08-20 08:37:03,NULL,2014-08-20 08:38:16
2014-08-20 08:36:37,9,1039,2014-08-20 08:36:38,NULL,NULL,2014-08-20 08:41:14
2014-08-20 08:36:40,5,1108,2014-08-20 08:36:41,NULL,NULL,2014-08-20 08:44:30
2014-08-20 08:37:00,2,8514,2014-08-20 08:38:46,NULL,NULL,2014-08-20 08:42:14
2014-08-20 08:37:05,20,NULL,NULL,NULL,NULL,2014-08-20 08:38:03
2014-08-20 08:37:13,20,NULL,NULL,NULL,NULL,2014-08-20 08:38:20
2014-08-20 08:37:50,0,1107,2014-08-20 08:37:51,2014-08-20 08:38:37,2014-08-20 08:39:03,2014-08-20 08:44:29
2014-08-20 08:37:56,5,1171,2014-08-20 08:37:57,2014-08-20 08:39:34,2014-08-20 08:40:19,2014-08-20 08:41:03
2014-08-20 08:38:02,5,1041,2014-08-20 08:38:03,2014-08-20 08:42:18,NULL,2014-08-20 08:46:01
2014-08-20 08:38:38,2,9423,2014-08-20 08:38:51,NULL,NULL,2014-08-20 08:44:30
2014-08-20 08:38:49,5,1040,2014-08-20 08:38:50,NULL,NULL,2014-08-20 08:46:18
