date_received,queue_name,agent_number,answered,consult,transfer,hangup
2014-11-08 09:01:20,2,9828,2014-11-08 09:01:21,NULL,NULL,2014-11-08 09:07:07
2014-11-08 09:01:24,2,9690,2014-11-08 09:01:25,NULL,NULL,2014-11-08 09:03:26
2014-11-08 09:02:09,2,9575,2014-11-08 09:02:10,NULL,NULL,2014-11-08 09:04:11
2014-11-08 09:03:09,2,9689,2014-11-08 09:03:10,NULL,NULL,2014-11-08 09:08:40
2014-11-08 09:03:10,9,9826,2014-11-08 09:03:11,2014-11-08 09:03:44,NULL,2014-11-08 09:05:02
2014-11-08 09:03:12,5,9505,2014-11-08 09:03:13,2014-11-08 09:03:35,2014-11-08 09:03:54,2014-11-08 09:05:39
2014-11-08 09:03:23,2,9514,2014-11-08 09:03:24,NULL,NULL,2014-11-08 09:05:10
2014-11-08 09:03:36,2,9690,2014-11-08 09:03:37,NULL,NULL,2014-11-08 09:05:39
2014-11-08 09:03:42,2,9575,2014-11-08 09:04:12,NULL,NULL,2014-11-08 09:07:29
2014-11-08 09:03:45,2,NULL,NULL,NULL,NULL,2014-11-08 09:04:34
2014-11-08 09:04:03,2,9514,2014-11-08 09:05:25,NULL,NULL,2014-11-08 09:10:39
2014-11-08 09:04:03,5,9505,2014-11-08 09:04:04,2014-11-08 09:06:07,NULL,2014-11-08 09:12:50
2014-11-08 09:04:30,2,9690,2014-11-08 09:05:39,NULL,NULL,2014-11-08 09:07:06
2014-11-08 09:04:40,20,9826,2014-11-08 09:05:03,NULL,NULL,2014-11-08 09:11:08
2014-11-08 09:05:17,2,9828,2014-11-08 09:07:10,NULL,NULL,2014-11-08 09:13:33
2014-11-08 09:05:55,2,9575,2014-11-08 09:07:29,NULL,NULL,2014-11-08 09:10:55
2014-11-08 09:06:34,2,9689,2014-11-08 09:08:40,NULL,NULL,2014-11-08 09:11:55
2014-11-08 09:08:24,2,9690,2014-11-08 09:09:28,NULL,NULL,2014-11-08 09:09:54
2014-11-08 09:08:27,2,9690,2014-11-08 09:09:55,NULL,NULL,2014-11-08 09:11:29
2014-11-08 09:08:38,9,9514,2014-11-08 09:10:44,NULL,NULL,2014-11-08 09:12:15
2014-11-08 09:08:51,2,9575,2014-11-08 09:10:56,NULL,NULL,2014-11-08 09:13:36
2014-11-08 09:09:36,2,9690,2014-11-08 09:11:30,NULL,NULL,2014-11-08 09:13:40
2014-11-08 09:10:24,2,9689,2014-11-08 09:12:13,NULL,NULL,2014-11-08 09:17:21
2014-11-08 09:11:05,2,9514,2014-11-08 09:12:15,NULL,NULL,2014-11-08 09:13:43
2014-11-08 09:11:15,2,9828,2014-11-08 09:13:35,NULL,NULL,2014-11-08 09:15:51
2014-11-08 09:11:23,2,9575,2014-11-08 09:13:39,NULL,NULL,2014-11-08 09:16:09
2014-11-08 09:13:51,2,9690,2014-11-08 09:13:51,NULL,NULL,2014-11-08 09:15:07
2014-11-08 09:14:28,5,9505,2014-11-08 09:14:28,NULL,NULL,2014-11-08 09:16:09
2014-11-08 09:15:08,5,9826,2014-11-08 09:15:09,2014-11-08 09:16:10,2014-11-08 09:16:34,2014-11-08 09:18:12
2014-11-08 09:16:11,2,9514,2014-11-08 09:16:12,NULL,NULL,2014-11-08 09:18:12
2014-11-08 09:16:38,2,9512,2014-11-08 09:16:39,NULL,NULL,2014-11-08 09:20:50
2014-11-08 09:17:16,2,9690,2014-11-08 09:17:17,NULL,NULL,2014-11-08 09:19:53
2014-11-08 09:18:13,2,9828,2014-11-08 09:18:14,NULL,NULL,2014-11-08 09:19:15
2014-11-08 09:18:49,2,9575,2014-11-08 09:18:50,NULL,NULL,2014-11-08 09:21:40
2014-11-08 09:19:53,2,9689,2014-11-08 09:19:54,NULL,NULL,2014-11-08 09:22:27
2014-11-08 09:21:34,2,9514,2014-11-08 09:21:35,NULL,NULL,2014-11-08 09:23:22
2014-11-08 09:22:34,2,9828,2014-11-08 09:22:35,NULL,NULL,2014-11-08 09:24:16
2014-11-08 09:24:10,2,9690,2014-11-08 09:24:11,NULL,NULL,2014-11-08 09:26:44
2014-11-08 09:27:27,2,9512,2014-11-08 09:27:28,NULL,NULL,2014-11-08 09:35:32
2014-11-08 09:27:59,5,9505,2014-11-08 09:28:00,NULL,NULL,2014-11-08 09:34:18
2014-11-08 09:28:10,9,9826,2014-11-08 09:28:11,2014-11-08 09:28:57,2014-11-08 09:29:17,2014-11-08 09:31:40
2014-11-08 09:28:23,2,9575,2014-11-08 09:28:23,NULL,NULL,2014-11-08 09:39:17
2014-11-08 09:28:46,5,9689,2014-11-08 09:28:47,NULL,NULL,2014-11-08 09:30:10
2014-11-08 09:28:58,2,9514,2014-11-08 09:28:59,NULL,NULL,2014-11-08 09:31:40
2014-11-08 09:29:18,2,9828,2014-11-08 09:29:19,NULL,NULL,2014-11-08 09:30:42
2014-11-08 09:31:00,5,9690,2014-11-08 09:31:01,NULL,NULL,2014-11-08 09:33:27
2014-11-08 09:31:27,20,9826,2014-11-08 09:31:28,NULL,NULL,2014-11-08 09:32:16
2014-11-08 09:33:46,20,9689,2014-11-08 09:33:47,NULL,NULL,2014-11-08 09:37:09
2014-11-08 09:34:07,2,9828,2014-11-08 09:34:08,NULL,NULL,2014-11-08 09:36:46
2014-11-08 09:34:19,2,9690,2014-11-08 09:34:20,NULL,NULL,2014-11-08 09:37:26
2014-11-08 09:34:39,9,9826,2014-11-08 09:34:40,NULL,NULL,2014-11-08 09:38:53
2014-11-08 09:35:27,2,9514,2014-11-08 09:35:28,NULL,NULL,2014-11-08 09:37:31
2014-11-08 09:35:49,2,9512,2014-11-08 09:35:50,NULL,NULL,2014-11-08 09:47:11
2014-11-08 09:35:53,9,9505,2014-11-08 09:35:54,2014-11-08 09:36:33,NULL,2014-11-08 09:37:50
2014-11-08 09:36:10,20,9828,2014-11-08 09:36:47,NULL,NULL,2014-11-08 09:41:01
2014-11-08 09:36:30,2,9689,2014-11-08 09:37:15,NULL,NULL,2014-11-08 09:37:20
2014-11-08 09:36:33,2,9689,2014-11-08 09:37:21,NULL,NULL,2014-11-08 09:37:24
2014-11-08 09:37:17,2,9690,2014-11-08 09:37:26,NULL,NULL,2014-11-08 09:41:03
2014-11-08 09:38:19,2,9689,2014-11-08 09:38:19,NULL,NULL,2014-11-08 09:41:12
2014-11-08 09:38:43,2,9514,2014-11-08 09:38:44,NULL,NULL,2014-11-08 09:41:43
2014-11-08 09:38:52,20,9505,2014-11-08 09:38:53,NULL,NULL,2014-11-08 09:39:57
2014-11-08 09:39:45,2,9575,2014-11-08 09:39:46,NULL,NULL,2014-11-08 09:41:55
2014-11-08 09:41:44,20,9826,2014-11-08 09:41:45,NULL,NULL,2014-11-08 09:48:00
2014-11-08 09:44:32,2,9828,2014-11-08 09:44:33,NULL,NULL,2014-11-08 09:48:33
2014-11-08 09:46:34,2,9690,2014-11-08 09:46:35,NULL,NULL,2014-11-08 09:48:36
2014-11-08 09:46:50,2,9689,2014-11-08 09:46:51,NULL,NULL,2014-11-08 09:53:44
2014-11-08 09:48:08,2,9575,2014-11-08 09:48:09,NULL,NULL,2014-11-08 09:52:21
2014-11-08 09:48:49,2,9514,2014-11-08 09:48:50,NULL,NULL,2014-11-08 09:50:15
2014-11-08 09:49:06,5,9505,2014-11-08 09:49:07,NULL,NULL,2014-11-08 09:52:05
2014-11-08 09:49:39,2,9512,2014-11-08 09:49:40,NULL,NULL,2014-11-08 09:52:35
2014-11-08 09:54:09,2,9828,2014-11-08 09:54:10,NULL,NULL,2014-11-08 09:55:59
2014-11-08 09:55:54,2,9690,2014-11-08 09:55:55,NULL,NULL,2014-11-08 09:58:56
2014-11-08 09:56:37,9,9826,2014-11-08 09:56:38,NULL,NULL,2014-11-08 10:02:27
2014-11-08 09:56:46,2,9514,2014-11-08 09:56:47,NULL,NULL,2014-11-08 09:58:47
2014-11-08 09:57:23,2,9575,2014-11-08 09:57:24,NULL,NULL,2014-11-08 10:00:41
2014-11-08 09:58:29,2,9512,2014-11-08 09:58:30,NULL,NULL,2014-11-08 10:00:03
2014-11-08 09:59:41,2,9689,2014-11-08 09:59:42,NULL,NULL,2014-11-08 10:07:32
2014-11-08 10:02:54,20,9505,2014-11-08 10:02:55,NULL,NULL,2014-11-08 10:07:59
2014-11-08 10:03:27,2,9828,2014-11-08 10:03:28,NULL,NULL,2014-11-08 10:05:05
2014-11-08 10:04:38,2,9514,2014-11-08 10:04:39,NULL,NULL,2014-11-08 10:05:59
