date_received,queue_name,agent_number,answered,consult,transfer,hangup
2014-11-24 08:00:44,2,6944,2014-11-24 08:00:45,NULL,NULL,2014-11-24 08:01:38
2014-11-24 08:00:45,2,6932,2014-11-24 08:00:46,NULL,NULL,2014-11-24 08:02:49
2014-11-24 08:00:47,20,1044,2014-11-24 08:00:48,NULL,NULL,2014-11-24 08:01:20
2014-11-24 08:00:57,5,7440,2014-11-24 08:00:58,NULL,NULL,2014-11-24 08:03:52
2014-11-24 08:01:03,20,9110,2014-11-24 08:01:04,NULL,NULL,2014-11-24 08:01:17
2014-11-24 08:01:04,5,6989,2014-11-24 08:01:05,NULL,NULL,2014-11-24 08:03:23
2014-11-24 08:01:05,20,8374,2014-11-24 08:01:06,NULL,NULL,2014-11-24 08:02:05
2014-11-24 08:01:09,20,8076,2014-11-24 08:01:10,NULL,NULL,2014-11-24 08:05:06
2014-11-24 08:01:32,5,6947,2014-11-24 08:01:33,NULL,NULL,2014-11-24 08:04:18
2014-11-24 08:01:57,20,1102,2014-11-24 08:01:58,NULL,NULL,2014-11-24 08:04:03
2014-11-24 08:02:09,20,1104,2014-11-24 08:02:10,NULL,NULL,2014-11-24 08:03:23
2014-11-24 08:02:17,2,9820,2014-11-24 08:02:18,NULL,NULL,2014-11-24 08:02:32
2014-11-24 08:02:20,20,9828,2014-11-24 08:02:21,NULL,NULL,2014-11-24 08:03:53
2014-11-24 08:02:36,20,8514,2014-11-24 08:02:37,NULL,NULL,2014-11-24 08:02:49
2014-11-24 08:02:47,5,1405,2014-11-24 08:02:47,NULL,NULL,2014-11-24 08:05:31
2014-11-24 08:02:59,20,9342,2014-11-24 08:03:00,NULL,NULL,2014-11-24 08:04:22
2014-11-24 08:02:59,5,1049,2014-11-24 08:03:00,NULL,NULL,2014-11-24 08:05:13
2014-11-24 08:03:00,5,6943,2014-11-24 08:03:01,NULL,NULL,2014-11-24 08:06:13
2014-11-24 08:03:20,20,8189,2014-11-24 08:03:21,NULL,NULL,2014-11-24 08:05:24
2014-11-24 08:03:32,5,9110,2014-11-24 08:03:33,NULL,NULL,2014-11-24 08:04:33
2014-11-24 08:04:04,5,1044,2014-11-24 08:04:05,NULL,NULL,2014-11-24 08:04:13
2014-11-24 08:04:32,0,6944,2014-11-24 08:04:33,NULL,NULL,2014-11-24 08:05:09
2014-11-24 08:05:03,25,1405,2014-11-24 08:05:36,NULL,NULL,2014-11-24 08:06:54
2014-11-24 08:05:15,2,9109,2014-11-24 08:05:16,NULL,NULL,2014-11-24 08:08:51
2014-11-24 08:05:41,0,8374,2014-11-24 08:05:42,NULL,NULL,2014-11-24 08:11:59
2014-11-24 08:06:08,5,1539,2014-11-24 08:06:09,NULL,NULL,2014-11-24 08:11:17
2014-11-24 08:06:12,5,9820,2014-11-24 08:06:13,NULL,NULL,2014-11-24 08:07:37
2014-11-24 08:06:16,5,8514,2014-11-24 08:06:17,NULL,NULL,2014-11-24 08:07:25
2014-11-24 08:06:36,20,6989,2014-11-24 08:06:37,NULL,NULL,2014-11-24 08:08:44
2014-11-24 08:06:43,9,1398,2014-11-24 08:06:44,NULL,NULL,2014-11-24 08:07:35
2014-11-24 08:07:00,20,9427,2014-11-24 08:07:01,NULL,NULL,2014-11-24 08:07:48
2014-11-24 08:07:08,5,1570,2014-11-24 08:07:09,NULL,NULL,2014-11-24 08:09:26
2014-11-24 08:07:23,2,6932,2014-11-24 08:07:24,NULL,NULL,2014-11-24 08:08:18
2014-11-24 08:07:24,20,1102,2014-11-24 08:07:25,NULL,NULL,2014-11-24 08:08:46
2014-11-24 08:07:33,20,1044,2014-11-24 08:07:34,NULL,NULL,2014-11-24 08:07:40
